ulasan,sentimen
"Baru pertama kali beli paket di apk myXL, di ket. Paket 5GB dgn rincian 1,5Gb kuota Utama, dan 2,5 kuota lokal, dan 1 GB Kuota aplikasi, setelah saya proses beli yg saya dpt cuma 3,5 Gb krn quota lokal nya cuma dikasih 1 Gb, gk jelas ni .... Baru nyoba udh bikin kecewa pelanggan, ngeri jadi nya mau beli paket besar, jual paket aja gk jujur",0
Saya top up mobile legend. Diamond tidak masuk tapi pulsa terpotong,0
PNYA BONUS NLPN ALL OPERATOR.. TP JARINGAN XL NYA SIBUK BAE.. GIMNA.. JADI INI BONUS NLPN GK BSA DIPAKE.. SEMUA JARINGAN XL DN AXIS GAK BSA D PAKE NELPON MANUAL... KENAPA YAAAAA.. PDHAL KENDALA INI SDH LAMA.. ADA 3 BLN MH,0
"Ribet sangat ribet, bagusan yg duly klik langsung muncul dg jelas",0
Jelek suka gangguan xl nya,0
"komplain paket tidak ada solusi, bertele tele dari jam 9.52 sampe jan 20.00 tidak ada penyelesaian",0
Kenapa kuota free fire tidak bisa di gunakanðŸ˜¡ðŸ˜¡,0
Myxl TDK bisa beli paket,0
Kurang promo dan bonus kurang mohon ditingkatkan kembali,0
"tolong dong kasih promo yang murah murah, XL saya sudah gold masa mahal"", sedangkan punya teman saya murah murah, saya suka sama apk nya, cuma tolong kasih yang murah murah.. sekian terimakasih",0
"Saran gw klo kuota habisa itu aplikasi wajib masih bisa digunkanan, jadi lebih berguna buat tau klo habis Soalnya kalo TELKOMSEL kuota sudah habis itu masih bisa buka my telkomsel dan beli kuota juga sekalian ski kuota sudah habis",0
"beli unlimited youtube, tapi pas nonton youtube yg dipotong ttp kuota utama. trs apa gunanya beli unlimited? tiap beli kouta juga katanya dpt bonus 2gb, pas diambil cmn 500mb? pas beli paket pun katanya bonus ini itu, tapi kenyataannya isi koutanya cmn sesuai sma yg dibeli, ga ada tambahan bonus",0
"untuk sementara saya kasih bintang 3 dulu, karena semakin sini aplikasi myXL kualitasnya sudah tidak seperti dulu lagi, mulai dari banyaknya kesalahan saat sedang membeli paket data atau pulsa yang tiba-tiba hilang padahal saya sebelumnya tidak pernah menggunakan pulsa later. Mohon segera di perbaiki ya, ini cukup mengganggu ðŸ™ðŸ»",0
Jaringan super leg... parah separah parah nya,0
Kenapa g bisa beli paket y. Tolong perbaiki,0
Apk ngtd banyak bug perbaikan lah,0
Jaringan tolol mikir bisa ga sih pokoknya jaringannya tolol gak bisa mikir,0
Ngisi plz 50rbu dapat Bonus nasionalnya 4GB setelah diambil cuman 2GB aneh sangat ni xl,0
paket masih banyak sinyal bagus tpi lemot banget,0
"Makin gila promonya, biasa harga 150 bisa 60-70 GB sekarang harus bayar 200 an",0
"Semakin kemot.. Spedtes smakin rendah,, gak sampai30 mbps, sesuai paket",0
Kenapa akhirÂ² ini my xl kalau buat beli kuota gak bisa selalu ada tulisan selesaikan 5 transaksi terlebih dahulu padahal pas aku lihat gak ada transaksi apaÂ²,0
"jaringaann lumayan,paketannya aduhh harus d kurangin lagi biaya pulsanya",0
Kouta gk masuk 150k balikin wou,0
Akhir akhir ini PT XL mengecewakan paket mahal jaringan gak jelas lemot moter moter ðŸ¥²ðŸ¥²ðŸ¥²,0
sinyal sdh mulai kurang bagus,0
"ANEH, PULSA SELALU TERBELI OTOMATIS KE PAKET DATA. TOLONG DI PERBAIKI SECEPAT NYA!!!! MERUGIKAN, BELI PULSA MAHAL SELALU TERBUANG SIA SIA. ANEH",0
Kenapa saya tidak bisa masuk aplikasi,0
dikit-dikit sinyak e sinyal e taekkk asuuuu,0
Wahai xl yng terhormat Ini saya pengguna xl sangat2.kecewa dengan xl sudh lama saya menggunakan xl tapi pulsa darurat saja tidak muncul2 blm lagi harga pulsa dan paket meroket tinggi kalau seperti ini wajar saja xl semngkin di tinggal masyarakat,0
saya belum menemukan yang menarik untuk sementara segini,0
Harga paket mulai naik. Tpi kualitasi aplikasi buruk banget. Buat apa gunanya update klo gk dievaluasi terus kekurangannya. Kualitas jaringan menurun gk kaya dulu. Kecewa berat.,0
"Semakin kesini semakin kesana, sinyal susah di kota Pekalongan.",0
"Kenapa sekarang mahal mahal data kotanya ,biasanya murah",0
Jaringan lemah 4g rasa 3g payah murah banyak error nya ga stabil payah,0
Sinyal nya asu apalah buat nonton vidio bagus buat main gem,0
perbaiki lgi jaringannya trkadang lemot,0
"Saya kasih bintang 1 karena sudah yg ke 3 kalinya kuota aktivasi tidak bisa masuk (walau ada notif berhasil di dapat). Kuota aktivasi no baru flex L sebesar 20 gb untuk kota Yogyakarta sehingga total tidak mendapat 60 gb yg seharusnya saya dapatkan. Menghubungi customer service juga tidak menyelesaikan apapun. Saya menyarankan membuat cara lain untuk klaim bonus kuota selain dari aplikasi myXL, seperti dari kode dial.",0
Xl knpa sering eror .di bag pembayaran paket..gk bisa Trbuka..,0
"Mohon untuk pihak xl, tolong aplikasi nya diperbaiki dong saya sudah klaim kuota aktivasi nya tapi ga ada masuk, udah sering kayak gini padahal lumayan kuota nya buat keperluan sehari-hari",0
"Xl kenapa si, kuota ada tapi pas pulsa masih ada tetep aja keambil nyampe abis anehh jelekk banget!!!!",0
"Very very lemotnya ðŸ˜“ Parah banget apa tidak ada niatan untuk memperbaiki..... Awal awal pake XL bangga, jaringan bagus, harga merakyat apalagi ada paket akrab yang bisa digunakan bersama dan ada akumulasi kuota sisa jika beli paketan lagi, tapi sekarang ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž Jaringan internet tambah kacau, dalam kondisi cuaca mendukung signal hilang apalagi hujan deras ðŸ¥µ dan fitur akumulasi sisa kuota dihilangkan, beli paketan yang sama dan sisa kuota lama otomatis hangus, thief",0
"Entah kenapa sinyal XL menjadi sangat buruk. Tiba-tiba hilang sinyal, namun terlihat bahwa bar sinyal penuh. Lalu yang juga saya sesalkan adalah status kuota. Mengurangi jumlah data dari kuota dari dua paket kuota internet, menurut kalian apakah itu aneh ?",0
XL tai sinyal gangguan trus Mana tiliki aguss,0
Jaringan yg tiba2 ailang internet buruk,0
Harga paket makin mahal aja padahal ga kena ppn 12%,0
"baru isi ulang pulsa dan sudah setel ulang pengaturan yang ada d aplikasi myXL, tetep berkurang. saya tidak memiliki apk twitter dan apk lainnya.",0
Promo diskon bukannya makin murah malah makin mahal njirrrrr.,0
"Jaringan y buruk, kalian gak usah pke xl Tiap d komplain bilng y chat operator trus tpi gk ada perbaikan",0
"Tolong perbaiki app, app rusak makin naik harga kouta.gila si aplikasi nyari untung",0
Woy lah gw kan beli paket disni 76.000 harusnya kan dapet bonusnya terus saya ambil bonus nya pas saya udh bayar masak g dapet bonusnya g sesuaikan ama aplikasinya emnag gaje kocak,0
Ini sy dah ngisi plz ko kg masuk plz sy .....,0
"Kok my xl jadi seperti ini ya,saat saya membeli paket harian sudah 3x saya beli kok gak dapat poin sih?yang pertama,pdhal saya pilih bonus kuota malam kok gak ada??mana pulsa saya ditarik 2x lipat sm harga asli lagi aneh banget dahh,skrng saya beli yg 2 hari kok bisa abis sendiri kuota nya,tolong ya my xl di perbaiki!!!!",0
"Susah dibuka, loading terus padahal jaringan internet ok, buka aplikasi lain lancar lancar saja.",0
Sinyal nya dulu perbaikin jangan apk aja yg bagus,0
semoga sinyal lebih lancar lagi dah. lemod banget soalnya apalagi hujan hampir tidak bisa di gunakan lagi.,0
"Beli kuota pakai pulsa notif nya terjadi kesalahan dalam proses aktivasi, tapi pulsa tetep berkurang udh 2 kali ini apk juga udh versi terbaru",0
Parah banget mau beli kuota data gagal terus.,0
Kecewa udh chat maya tapi tetep aja ga bisa beli paket data internet,0
pengen dapatyangg lebih murah lagi,0
"Kuota nya mahal mahal,, maaf bila sdh mulai jarang beli paketan kartu xl",0
"isi pulsa lama masuk,tapi okelah",0
"saya pikir, costumer servicenya perlu di perbarui. saya sedikit kesal karenanya.",0
"tambah mahal, saya butuh paket 30hari yang murah seperti dulu!",0
perbagus lagi signalnya di kampung kampung,0
kenapa suka tiba2ga ada sinyal njr ah,0
Fitur kontrol pulsanya sangat membantu,0
"Badjingan, gua isi pulsa karna ada promo, pas udah di isi pulsa promo nya brubah taik taik taik",0
"Kenapa susah transaksi bayar pake pulsa,, selalu terjadi kesalahan mulu yg muncul Tolong bantuannya",0
buat top up gak bisa sepele,0
Setiap pengisian data.. Selalu bermasalah/gangguan..,0
"Harga paket2 data untuk prabayar, mohon lebih murah lagi",0
Sudah bagus sih dari segi designnya. Tapi kenapa tidak bisa beli kouta,0
"Banyak gangguan nya, pembelian sering batal, tolong di perbaiki adminn",0
"Tolong diperbaiki bug di bagian riwayat pembayaran yang menunggu pembayaran, karena saya ingin membeli paket data tapi tidak bisa menghapus riwayat menunggu pembayaran terimakasih",0
"ya tuhan astofirulloh ngentod, pembayaran beli kuota aja ribet mana gak bisa bang bca, harus kesini kesitu gw lagi lapar, bisa gue bakar gerai lo kalau beli kuota ribet tod",0
"kenapa sering error kak ,tiap mo aktivasi voucher sering terjadi kesalahan sampe ujungÂ² nya aktivasi manual di Telepon.",0
"aplikasi babi mau daftar paket gk bisa""",0
Disuruh update tp ga ada update-an,0
"Makin lama harga kuota makin mahal,, tp td sebanding dengan jaringan nya yg semakin kurang bagus. Mohon di perhatikan lg jaringan nya",0
Selalu update tapi banyak bug pembelian paket pakai pulsa sama gopay selalu gagal/putus connecting teruss,0
"Bagus, usahain lebih banyak bonus kuota",0
"Kenapa di daerah Malang kalo habis hujan Sinyal selalu kendor, tolong diperbaiki. Sekarang semakin mahal Paket datanya",0
XL sekarang kog sering Lemod,0
"mahal paket nya, bintang 2 aja",0
"sinyal kurang sip, paketnya semakin mahal, beli paket 100 gb ketika sudah tinggal sedikit paket datanya malah lemot, padahal paket masih ada",0
"Setiap saya buka aplikasi eror org.pocketworkstation.pckeyboard Dan katanya hp saya di root padahal saya beli baru dan saya cek tidak ada root tapi kenapa aplikasi tidak dapat di buka muncul (Alert Libraries Tampering has been found on your mobile device. For your security, this application will be temporarily disable. âš« org.pocketworkstation.pckeyboard)",0
"Gabisa beli paket, ga ada metode pembayaran pdhl sudah versi terbaru",0
"makin kesini xl makin boros, iya emg bnyk promonya murah2 tp kuota malah cepet jg habisnya..",0
Bisa bisanya pilihan paket kuota di aplikasi cuman ada swadaya saja.. tidak ada pilihan lain. Tidak ada untungnya donwload aplikasi ini,0
"Jaringan XL tolong di periksa posisi puncak bogor, baru 5-10mnt jaringa data ilang/down tunggu bebrapa mnt ada lagi dan seterusnya begitu, gmna mau nyaman, jika sebulan masih begitu juga mohon maaf, saya pindah ke sebelah, penggunaan kartu sudah 10thn.",0
jaringannya tolong ditingkatkan selalu ngelek/lelet,0
Apknya makin gjls udh topup 100k buat bli diamond pembayaran berhasil tpi diamond nya g masuk parah bgt si tolong di perbaiki. Ini gimana si XL sya bli Kouta pulsanya udh ke sedot TPI kuotanya g masuk bgst bunagÂ² duit doang makin di update makin g BNR anj udh 2x aj Kya gini,0
My xl tidak bisa beli kuota knpa ya?,0
"Dear XL,kamu kenapa sih suka kumat kumatan saat mau beli Paketan,kadang ga bisa dan ga ada tombol konfirmasi bayar,pada akhirnya tetep harus beli voucher kuota kertas diwarung warung terdekat rumah kami",0
"xl gaje mau beli kouta di apk nya gabisa, karna gada Kouta gabisa masuk, gimana mau beli kouta di apk nya masuk aja gbisa, aneh jgn download cringe,",0
Mau ambil bonus g bisa paaan Pas mau ambil malah ada tulisan tidak ada bonus untuk anda Pdhlh bonusnya belum aku ambil pas mau ambil g bisa Apalah gj,0
agax mahal sekarang Ra beda sama yang dulu,0
"Aneh sudah menginjak tahun 2025, aplikasi MyXL ini untuk Pembelian kuota paket dan Vocer masih belum timbul nama PEMBAYARAN nya ! Tolong Perbaiki dong. Kecewa ini sebagai pengguna Kartu XL.",0
"jaringan nya kok agak susah di akses yaa tapi gak papalah dapet bonus terus, semoga kedepan nya lebih bagus lagi",0
"paket mahel"" akses data tidak berfungsi di pelosok"" area jangkauan sinyal terbatas dan hanya berada di lokasi"" tertentu",0
"kenapa myxl point yang kuota 3gb nya di ilangan co.. paket , voucher yng laen ga gunaa",0
kurang lebih murah dana pelajar,0
Buruk dalam beberapa hari ini,0
"mengapa harga xc mini dinaikan? menjadi 25rb lebih biasanya 24.900, dan juga waktu saya beli paket lewat chat maya kenapa selalu terjadi kesalahan saat proses aktivasi",0
Woy xl ini kenapa xl ribet bener sih xl sinya ful paketan data juga masih 10 gb melangkah kok gak jelas lama lama,0
kok mahal2 sih paket data ku,0
"E-SIM BERMASALAH !!! xl bener"" lu ya bikin gw tantrum thn baru, itu gw udah beli E-SIm knp ga bisa di pake QRnya, kembaliin duit gw.. gw kasih lu bintang 5 biar banyak orang yang liat pelayanan lu kacau. gw udah hubungi sana sini gada jwban yang pasti kembaliin ga duit gw?! klo ga lu kasih QR yg bisa di pakeeeee jangan nyusahin pelanggan luuuu !!!",0
Ngelag pas buat main game padahal sinyal ijo,0
"Aplikasi Sangat buruk tidak bisa transaksi paket, Sangat buruk",0
Sangat - sangat ampas sinyal internet nya bahkan sampai ke Januari 2025 pun engga ada perubahan dari kualitas sinyal internet yang busuk ini.,0
Kenapa sih harus sering Di update Paling sebel nya itu setiap mau masuk apk XL ini tuh banyak tantangan yg nanti sinyal nya jelek ga bisa masuk sinyal bagus ngelek ngelek...ga rekomen deh sampe aku ini mau ganti kartu gaminat lagi sama XL .....maaf bgt,0
Paket internet XL makin mahal setelah di update,0
Yaampun lelet bin lemot banget sekarang... Bener2 harus ganti provider,0
kasih promo yg murah dong,0
Jangan spam SMS pulsa latter terus !,0
Tadi pagi beli voucher kuota tapi pas diinput gagal melakukan aktivitas voucher Solusinya min,0
Ayolah masa gak ada peningkatan dari sinyal nya cape tau lag terus,0
Pls kasih paket yg murah lah,0
"Pertama kali menggunakan XL pasti diberi banyak promo, tapi makin lama makin mahal harga paketnya, mohon berikan promo untuk pengguna lama",0
"aplikasi lemot, harganya mahal mahal,",0
Ini kartu lemot banget si hama,0
"Oi an9 kuota gua belum masuk masuk Kon***,gua ngisi 100k g masukÂ² gobl**,gua bukan orang kaya ngen***,aswÂ²",0
Saya mau mengeluh.. Saya ga bisa beli paket karna transaksi gagal terus,0
"Jaringan sering gangguan,jelek sekali xl",0
"Tidak bisa beli paket menggunakan aplikasi, promo hanya ilusi",0
Sangat merugikan bagi saya sebagai customer...membeli paket demi hemat malah boros sekali,0
"Harusnya ada notif kalo mau menggunakan internet pake pulsa,supaya pulsa tidak habis tersedot",0
Aplikasi tolol masa malah beli paket otomatis rugi anj... pulsanya malah pulsanya kepake yang gak guna,0
emang benarÂ² gak berguna jaringan xl..kalo gak bisi menstabil kan jaringan internetnya mending of aja lahhh,0
Saya kasih rating nya 2 karna setiap saya tidak ada internet tidak bisa di lihat harus nya ada atau tidak ada internet my xl masih bisa di gunakan,0
sangat kecewa saat pembelian paket tidak bisa,0
"Paket kuota mahal, tapi jaringan jelek.",0
Sayang banget paket kuota aktifasi XC FLEX XXXXXL Ngga bisa di pake ðŸ˜ªðŸ˜ª,0
mahal mahal nggaaa cocok buat kaum kere,0
tolong dong lebih banyakin bonusnya naikin lagi kuota dari apk ini yg lebih murah:),0
"sekarang kok susah login sih,,,",0
sulit ntuk beli kuota dengan pulsa,0
"gak tau kenapa udah 5/6 bulan sinyal jelek Mulu, percuma saya beli paket kuota tapi mau di pake malah ngeleg ga jelas tolong dong di perbaikin!",0
"semua nya bagus tapi maaf banget kasih bintang 3 bukan apa aku kan Suka main game keganggu banget lagi main tiba tiba hilang sinyal walaupun 5-10 detik doang terus 1 lagi untuk XL point nya plis banget kuota yang game nya itu lohh kadang bisa di buat main kadang engga sampe emosi sendiri udah berkali kali tiap aku tukarin XL point ke kuota game selalu aja baru Kepake beberapa game udah ga bisa buat main harus nunggu beberapa menit/jam, aku harap gaada lagi kayak gini plis..",0
paket internet masih terlalu mahal,0
Kualitas sinyal buruk saat main game padahal main sosmed lancar jaya kouta pelit diskon,0
"buruk sekali kadang sering ilang sediri sinyalnya tanpa sebab ,kalo masih gini terus otomatis pindah ke oprator lain ,sudah hampir 11thun baru kali ini saya kecewa.",0
Ada bug lagi!!! Setelah beli paketan gak bisa di gunakan... Error mungkin TOLONGLAH ADA BANYAK BUG KOK GAK DI PERBAIKI!? CAPEK GW RUGI! MENDING GW GANTI KARTU!!,0
"Aku tukar poin xl dgn data ff,tapi datanya gak bisa dipake dan poinnya tetap berkurang",0
Sinyal jaringan kartu saya tdk merata. Setiap di pake di rumah suka jelek...,0
"Buat main geme ML patahÂ² ga jelas. Pas gua ganti kartu Axis, lancar kembali..",0
Kenapa kartu lama gak ada promo yang murah,0
"Jaringan xl kenapa ya? Kok sering banget tibaÂ² data hilang, padahal dulu gapernah kaya gitu, terus buat aplikasi myxl juga sering eror, niat mau beli kuota keburu kepotong pulsanya gara gara eror, tolong dong di perbaiki",0
"sinyal sering bilang,gak kayak dulu,bikin emosi,perbaiki selagi masih bisa di perbaiki,jangan bikin konsumen hilang karna sinyalmu jelek.",0
jaringan nya disini kurang bagus,0
"bagus tapi nih ya, kalo gaada kouta masa ga bisa di buka sih kan gimana mau beli kouta di myxl coba kalo ga bisa di buka, itu aja keluhannya minimal bisa di buka pas ga punya kouta kalo ga bisa di buka gimana mau ngambil bonus/beli masa harus beli kouta dulu baru beli kouta lagi di myxl kan gaasik.",0
"Pakek data gw belum masuk we, tolong lah",0
gimana sih min gua mau ambil kuota bonus tapi gak bisa,0
"kenapa sii kalo lgi transaksi pembelian paket gagal terus , habis itu suruh pembelian yg diriwayat tetap gagal juga , tolong di tangani untuk transaksi dan riwayat nya",0
Xl tolol pengen isi paket error terus,0
"Beli paketan harga 48 ribu , 64,5 gb ga masuk di minta pertanggung jawaban gamau paketan Murahh",0
Gak bisa beli paket di aplikasi,0
"aneh, beli pulsa sama paket masa aktif cuma nambah tiga hari, ini merugikan bgt. kalo bisa gue kasih 0 bintang",0
Kenapa nomer prioritas saya tidak ada sinyal,0
"Aplikasi TOLOL !!!!!!!!.. Di Komplain Malah minta Bintang 5,..BEGO !!!",0
"Kenapa ga bisa beli kuota pakai pulsa? Ada banyak promo tapi gak bisa dibeli, chat Maya malah suka keluar obrolan, tolong perbaiki lagi!!!",0
bagus sih tapi minusnya saya pernah isi pulsa tapi kok bonus kuota aplikasinya gak masuk yaa,0
"Kenapa terlalu banyak kuota yang di ambil,padahal pemberitahuan pemakaian kuota di hp baru 2,5GB,tapi di aplikasi sudah 9GB berkurang",0
mohon di perbaiki sinyal nya ya XL kuh,0
Sinyal nya benerin woy jangan promo kuota mulu yg di update sinyal putu2 gk di luar rumah enggk di dalam rumah jaringan sering putu2 buat game....PARAH,0
"XL gajelas Pake kartu udh lama tapi nomor saya ga dapet diskon, semua kuota mahal mahal semua,,,",0
Harganya naik terus males rasanya. Padahal udah pas di kantong .hah malah merasa di curangi,0
paket mahal naik terus bonus tidak ada,0
Apk enak buat main hp aja gak nyambung kamu nanya,0
Ini xl kenapa Udah udah tukar poin dan ambil bonus isi pulsa malah gak bisa di pake aneh banget,0
"niatnya mau beli paket combo, sisa pulsa 17k udah diisi pulsa 15k, ehh setelah diisi 5k harusnya kan 22k tapi kepotong 1k, kan ngga beres banget payah",0
myXL 7.9.1 masih mengalami bug metode pembayaran di versi android 6 device Xiaomi Redmi Note 4x,0
"saya kecewa dengan myxl, karena sering terjadi bug tidak auto login, dan terkadang tidak bisa membeli paket di dalam myxl",0
"IQOO Z9 5G PLEASEEE di daftarkan menjadi DEVICE 5G XL, udah upgrade device dan lokasi memadai tapi nggak bisa dirasakan !!!!",0
My xl gimana ini kan saya ambil kuota buat maen ff malah gak bisa maen ff jadi gw ganti kartuðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™,0
Sinyal sangat buruk(LEMOT). Tiap membeli paket ikut arahan misal beli 14G + BONUS 2G yg masuk hanya 12G. Beli yg promo 15G +BONUS 2G yg masuk hanya 13G.Itu pun sudah termasuk bonus kuota yg masuk. Sangat gak sesuai dengan yang dipromosikan.Sangat nyesel pakek XL.,0
bayar pke e-wallet susah bangetðŸ˜¡ðŸ˜¡ðŸ˜¡,0
Kenapa saya tidak bisa membeli paket di my xl yang awalnya bisa membeli paket di my xl tetapi waktu saya mau membeli paket langsung hilang harganya mau bayar pakai pulsa juga tidak bisa. Saya sampai menyesal membeli pulsa.mohon maaf saya hanya bisa memberikan satu bintang,0
Susah untuk membeli paket padahal pulsa masih ada,0
Tolong lah pihak XL semisal pulsa udah di isi jangan langsung disedot males saya nih kalau aplikasi kaya begini terus padahal saya engga aktifkan data dan gapunya tagihan pulsa later kok disedot sendiri?? Tadi 15.300 udah saya pakai untuk beli paket yang harganya segitu tapi gak bisa terus disedot bagaimana sih jadi Tolong lah aplikasinya diperbaiki males juga nanti pakai kartu XL kalau kaya begini terus,0
"Banyak eror,bug dan pelayanannya tidak memuaskan",0
"CS Maya lelet parah giliran on lama bngt respon nya Nunda"" terus , pass off malah cepet"" akhirin chat nya kan ajG",0
"Saya pengguna baru untuk kartu XL dan mengunduh aplikasi ini,saya mengambil bonus yang tersedia di aplikasi namun setelah beberapa menit saya kembali masuk ke aplikasi dan Kouta saya yang seharusnya ada 39 GB berkurang menjadi 36 GB, sangat disayangkan Kouta saya malah berkurang dan Kouta yang ditawarkan untuk dibeli juga sangat mahal seperti telkomsel sedikit kecewa karena kartu ini direkomendasikan saya karena katanya koutanya murah dan jaringan yang stabil tapi saya merasakan yang sebaliknya.",0
Kok sering eror pilihan pembayaran koutanya,0
kalo bisa poinnya buat yg bermanfaat.. biar ada guna nya,0
"SINYAL DI DAERAH DESA LUWUNG KECAMATAN MUNDU KABUPATEN CIREBON JELEK BANGETTT. KETIKA HUJAN SEBENTAR SINYAL LANGSUNG DOWN DAN TIDAK BISA INTERNETAN. HANYA KARNA HUJAN KECIL SAJA SINYAL JADI JELEK. BAGAIMANA INI? TOLONG LAH DIPERBAIKI, JANGAN SAMPAI KAMI PINDAH KE PROVIDER TELKOMSEL!",0
Kapan hadirnya bagi XL poin paling 2030 baru ada buruk sekali kalau gitu,0
"harga paket melonjak naik,,, sesama pengguna xl harga paket jauh beda,apakah bonus vidio penyebabnya maka hilangkan bonus tersebut? Sangat kecewa",0
Nggak ada angin nggak ada hujan pas lagi main game padahal cuaca cerah bisa bisanya jaringan hilang sekitar 5 detik kyk sengaja,0
Koneksi tiba tiba dari 4G jadi EDGE Saya jadi kecewa padahal data masih banyak mohon di perbaiki min,0
Ø¬ÙŠØ¯ Ø¬Ø¯Ø§ Ø£Ù†Ø§ Ø£Ø­Ø¨ Ø°Ù„Ùƒ,0
"mohon di perbaiki, belakangan ini sinyalnya sangat buruk. padahal 5 bar, tapi leletnya minta ampun",0
kadang sinyal xl suka lemot,0
"mahal, signal jelek, paket terbagi-bagi",0
"tolong masa aktif kartu tiap isi ulang minimal 30 hari, karena kami kaum rakyat kecil",0
"Aneh xl beli paket 3 gb dapat poin giliran beli paket 12 gb mlh gk dapat poin maksud hati biar poin cukup untuk ditukar dengan paket 3 gb, maksain beli paket biar dapat poin mlh gk dapat hari terakhir pula poin hangus klau gak di pakai .",0
Sayang nya XL dirumah kami kurang bagus / kuat internet.nya....,0
"Halo XL saya ingin menyampaikan beberapa hal yang mengganggu, yang pertama itu adalah ketika saya membeli kuota khusus permainan seperti mobile legend, saat kuota nya sudah masuk kenapa tidak bisa digunakan dan selalu mengalami masalah jaringan setiap ingin match dimulai itu hanya membuang-buang point/duit aja. Tolong min perbaiki kuota khusus game seperti ML,Ff, dll, agar lancar dan bisa digunakan.",0
"Paket mobile legend tanpa hambatan jaringan,,nyatanya lelet. Bujang",0
sinyal dan apk nya sudah baik cuma bagi kami yang setia memakai XL seperti saya butuh diskon yang lumayan gede sebagai apresiasi kesetiaan kepada XL,0
"Akhir akhir ini lemot banget, sinyal full 4G bahkan 5g tapi kekuatan lemah sinyal, dari 5thun lalu masih aman"" Saja, sekarang ngluwerr sampe bawah. malah kadang tiba-tiba hilang itu sinyal. Semoga bisa direspon dan ada perbaikan sekian terima kasih.",0
"Aplikasinya bermasalah tidak bisa di buka tulisannya dari kemarin tunggu beberapa saat tpi, tidak jadi jugaa tolong dong di perbaiki lagii padahal jaringanku bagussss",0
Saya sudah tup up terus saya beli kota masih banyak sisanya eh malah mudes sisa 0 padahal tup up 50k,0
kepaksa pake XL padahal jaringan gajelas jelek banget,0
"Dongo bgt mau reaktivasi kartu tiap pindah app mlh dri awal lg, lu kira semua orang hafal nik/kk? Kg semua orang megang data penting kemana-mana, bodoh.",0
Aplikasi gak guna banyak banget masalahnya,0
"Xl semakin kesini semakin mengecewakan.. Parah abis,sangat parah jaringan XL.",0
sangat membantu disaat kuota habis,0
Chat agen lama 1 jm nunggu tpi tbtb eror suruh cba 4 jm Reset sinyal ngga efek Beli pke VIP sinyal malah busuk,0
terlalu mahal dan lelet jaringan Nya,0
"Sudah nyoba berkali-kali beli pake spay gabisa, alasannya karena keamanan, tolong diperbaiki.",0
"Tolong dong saya pengguna XL sudah 10 thun kondisikan dong jaringan nya kenpa hilang,,",0
"Waktu di kuningan jabar signal lemah bgtt hrs ke jalan raya dlu baru koneksi internet bagus, skrg udh dijakarta seneng bgt ni koneksi bagus bener. Tp baru nemu ni 1 kejanggalan. Saya gunain fitur pengaturan penggunaan data yg saya setting dari tanggal awal aktivasi paket data di my XL. Kuota utama 60 GB. Sedangkan baru 3 hari pemakaian dan gak banyak gunain juga. Angka di penggunaan data ponsel ada di angka 7 GB. Kenapa cek di my XL sisa kuota utama 32 GB?? BARU 3 HARI LOHH???!!",0
lemottt gk bisa gerak main game ngelag mana harganya naikk terus jlek,0
"Tolong di Perluas lagi jaringan ny.daerah BANTUL PAJANGAN Triwidadi Jambean yogyakarta blaz sama sekali gak ada sinyal XL...,yang lain pada Nongol...hnya XL yg gk ada..",0
Menurut saya aplikasi ini bagus tapi sayang ga ada promo nya di my XL .saya mau beli tapi pada mahal,0
Jaringan paling jelek mana ilang2 sendiri sinyal nya Mana aplikasi nya eror mulu gak pernah di perbaiki,0
Saya gunakan kartu XL udh 15 th smp sekarang tetap setia XL KU tour smp mancanegara negara tetap XL yg terbaik,0
"harga kuota semakin lama semakin naik ga kaya di awal make kartu xl, xl kacau manis di awal, mengecewakanðŸ˜‚ðŸ˜‚ðŸ˜‚",0
Aduh ini myxl gimana sih setiap mau isi kuota selalu gangguan. Tolong dong ditingkatkan lgi kualitasnya,0
"Kenapa internet selalu lemot, gak dimana2 selalu lemot",0
Makin sering di beli harga nya makin mahal. Heran deh aturan kan kl sering beli kuota d aplikasi nya makin banyak promo ny lah ini ngga:(,0
Aplikasi banyak mines saldo gua sering ilang kuotanya g masuk . Aplikasi lemod,0
"Bagusss , tapi kuota nya makin lama makin mahal anehh",0
Beri diskon untuk pembelian paket extra combo plus reguler dong trimakasih,0
Nyusahin Timbang masuk doang gabisa bisa,0
"setiap chat Maya selalu aplikasi sedang banyak kendala kalo gitu ya harusnya diperbaiki dong,ga malah terus""an ada kendala,setiap tukar xlpoint slalu saja tidak sesuai masa aktifnya, yang harusnya 12 jam kadang jadi 1jam,pas chat Maya yang disalahin penggunanya, gak dibalikin kuotanya, apa mentang"" pake XL point? bukan pulsa beli sendiri?kan sama aja itu bonus dari isi kuota kan?? Halah bikin emosi aja emg.. diperbaiki lagi secepatnya dan respon dari agent nya juga dicepatkan jgn lambat kerjanya",0
"Saya mengaktifKn xl poin viu tpi tidak masuk paeahal xl poin sudah berkurang, ini scam kah? Kecewa berat",0
aplikasi nya bagus tapi setiap mau pembayaran selalu terjadi kesalahan tolong di perbaiki lagi ya bug nyaðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,0
